Fecha,Region,Estado,Municipio,Marca,Estacion,Permiso CRE,Direccion,Regular,Premium,Diesel
2026-08-20,Occidente,Guanajuato,San José Iturbide,,NOVOGAS GOMEZ FARIAS SA DE CV,PL/3426/EXP/ES/2015,,22.93,28.93,26.93
2026-08-20,Occidente,Guanajuato,León,,MEGA GASOLINERAS SA DE CV,PL/3425/EXP/ES/2015,,23.99,29.99,27.00
2026-08-20,Centro,México,No especificado,,SERVICIO GRAN VIA SA DE CV,PL/3424/EXP/ES/2015,,23.29,28.39,26.99
2026-08-20,Occidente,Michoacán,Jungapeo,,GRUPO GASOLINERO GILCO SA DE CV,PL/3423/EXP/ES/2015,,23.99,29.99,26.99
2026-08-20,Centro,México,Naucalpan de Juárez,,GASOLINERA ADOSAL SA DE CV,PL/3422/EXP/ES/2015,,23.49,24.79,
2026-08-20,Centro,Querétaro,Querétaro,,NOVOGAS DE QUERETARO SA DE CV,PL/3421/EXP/ES/2015,,23.83,27.93,
2026-08-20,Sur,Guerrero,Iguala de la Independencia,,SALPAT COMBUSTIBLES SA DE CV,PL/3420/EXP/ES/2015,,23.99,29.39,27.00
2026-08-20,Centro,Tlaxcala,Huamantla,,JOSE RAUL CERVANTES LOPEZ,PL/3419/EXP/ES/2015,,22.99,26.99,26.89
2026-08-20,Occidente,Michoacán,Tuxpan,,GRUPO GASOLINERO GILCO SA DE CV,PL/3418/EXP/ES/2015,,23.99,28.99,26.99
2026-08-20,Noroeste,Sinaloa,El Fuerte,,SERVICIOS ABBA DEL FUERTE SA,PL/3417/EXP/ES/2015,,23.99,28.90,
2026-08-20,Noreste,Nuevo León,Allende,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/3416/EXP/ES/2015,,23.99,29.99,27.00
2026-08-20,Noroeste,Sinaloa,Culiacán,,LIGARE SA DE CV,PL/3415/EXP/ES/2015,,24.49,29.99,27.00
2026-08-20,Noreste,Nuevo León,Guadalupe,,SERVICIO GASOLINERO SANTOS SA DE CV,PL/3414/EXP/ES/2015,,23.95,28.55,27.00
2026-08-20,Centro,Morelos,Jojutla,,ESTACION DE SERVICIO TEHUIXTLA SA DE CV,PL/3413/EXP/ES/2015,,23.99,28.49,26.99
2026-08-20,Sur,Chiapas,Reforma,,BASICOS DE PETROLEO SA DE CV,PL/3412/EXP/ES/2015,,23.84,27.99,26.97
2026-08-20,Golfo,Veracruz,Pánuco,,SERVICIO EL RETACHE SA DE CV,PL/3411/EXP/ES/2015,,23.99,27.99,27.00
2026-08-20,Centro,México,No especificado,,SERVICIO ALEXANDRE SA DE CV,PL/3410/EXP/ES/2015,,23.29,27.99,26.99
2026-08-20,Noreste,San Luis Potosí,Villa de Guadalupe,,MULTISERVICIOS LA CENTRAL 57 SA DE CV,PL/3409/EXP/ES/2015,,24.00,29.49,27.24
2026-08-20,Norte,Chihuahua,Riva Palacio,,GASOLINERA LA JEFA SA DE CV,PL/3408/EXP/ES/2015,,23.99,,26.99
2026-08-20,Centro,Morelos,Puente de Ixtla,,CORPORATIVO TILZAPOTLA SA DE CV,PL/3407/EXP/ES/2015,,23.99,28.49,26.99
2026-08-20,Noreste,Nuevo León,San Nicolás de los Garza,,GASOLINERA CHAPULTEPEC SA DE CV,PL/3406/EXP/ES/2015,,23.99,29.58,
2026-08-20,Centro,Querétaro,Querétaro,,NOVOGAS JURIQUILLA SA DE CV,PL/3405/EXP/ES/2015,,23.93,28.93,
2026-08-20,Noreste,Nuevo León,Monterrey,,SERVICIO ARCO VIAL SA DE CV,PL/3404/EXP/ES/2015,,23.99,29.58,
2026-08-20,Golfo,Veracruz,Puente Nacional,,GRUPO PILONCILLERO FRAME S DE RL DE CV,PL/3403/EXP/ES/2015,,23.99,28.59,27.00
2026-08-20,Norte,Chihuahua,Cuauhtémoc,,GASOLINERA LA JEFA SA DE CV,PL/3402/EXP/ES/2015,,23.90,27.30,26.99
2026-08-20,Noreste,Nuevo León,Apodaca,,GASOLINERA CHAPULTEPEC SA DE CV,PL/3401/EXP/ES/2015,,23.99,29.58,
2026-08-20,Noreste,Coahuila,Nava,,JUAN ANTONIO OSUNA CARDENAS,PL/3400/EXP/ES/2015,,23.97,26.96,27.00
2026-08-20,Noreste,Nuevo León,Monterrey,,SERVICIO ARCO VIAL SA DE CV,PL/3399/EXP/ES/2015,,23.99,29.58,
2026-08-20,Noreste,San Luis Potosí,San Luis Potosí,,INVERSIONES DE RIO VERDE SA DE CV,PL/3398/EXP/ES/2015,,24.00,29.29,27.24
2026-08-20,Centro,Hidalgo,Huejutla de Reyes,,SERVICIOS FAYAD SA DE CV,PL/3397/EXP/ES/2015,,23.90,27.50,26.95
2026-08-20,Noreste,Nuevo León,Monterrey,,GASOLINERA SERVICIO GARCIA SA DE CV,PL/3396/EXP/ES/2015,,23.99,29.58,
2026-08-20,Noreste,San Luis Potosí,Villa de Guadalupe,,MULTISERVICIOS LA CENTRAL 57 SA DE CV,PL/3395/EXP/ES/2015,,24.00,29.49,27.24
2026-08-20,Sureste,Quintana Roo,Benito Juárez,,COMBUSTIBLES DE CANCUN SA DE CV,PL/3394/EXP/ES/2015,,25.39,28.97,28.29
2026-08-20,Centro,Querétaro,Querétaro,,SERVIGAS TECNOLOGICO SA DE CV,PL/3393/EXP/ES/2015,,22.93,27.93,26.93
2026-08-20,Norte,Chihuahua,Nuevo Casas Grandes,,SERVICIO OLLIVIER RICO SA DE CV,PL/3392/EXP/ES/2015,,23.99,,26.99
2026-08-20,Noreste,Nuevo León,Dr. Arroyo,,GAS DIAMANTE 2 SA DE CV,PL/3391/EXP/ES/2015,,23.90,28.00,27.00
2026-08-20,Norte,Durango,El Oro,,PABLO ELPIDIO NUÑEZ ENRIQUEZ,PL/3390/EXP/ES/2015,,24.80,,28.40
2026-08-20,Centro,Querétaro,Querétaro,,CIG PRADERA S A P I DE CV,PL/3389/EXP/ES/2015,,23.89,27.79,26.59
2026-08-20,Centro,Querétaro,Corregidora,,GASOLINERAS DEL CENTRO SA DE CV,PL/3388/EXP/ES/2015,,23.93,28.58,26.99
2026-08-20,Centro,Querétaro,Querétaro,,GASOLINERAS DEL CENTRO SA DE CV,PL/3387/EXP/ES/2015,,23.59,28.58,26.99
2026-08-20,Centro,Querétaro,Querétaro,,GASO SIETE SA DE CV,PL/3386/EXP/ES/2015,,22.39,26.99,
2026-08-20,Noreste,Nuevo León,Monterrey,,SERVICIO BERNARDO REYES SA DE CV,PL/3385/EXP/ES/2015,,23.99,29.58,26.99
2026-08-20,Centro,Ciudad de México,Cuauhtémoc,,SERVICIO ANZURES SA DE CV,PL/3384/EXP/ES/2015,,23.78,28.39,
2026-08-20,Centro,México,Chicoloapan,,SERVICIO ECOLOGICO CHICOLOAPAN SA DE CV,PL/3383/EXP/ES/2015,,22.99,27.29,26.59
2026-08-20,Centro,Querétaro,Querétaro,,CONSORCIO INTEGRAL GASOLINERO SA DE CV,PL/3382/EXP/ES/2015,,23.23,28.93,26.93
2026-08-20,Centro,México,Metepec,,SERVICIO TEIXIDO SA DE CV,PL/3381/EXP/ES/2015,,23.57,28.37,26.99
2026-08-20,Occidente,Michoacán,Morelia,,SERVICIOS SAN GABRIEL SA DE CV,PL/3380/EXP/ES/2015,,23.59,28.39,26.89
2026-08-20,Centro,Querétaro,San Juan del Río,,GASOLINERAS DEL CENTRO SA DE CV,PL/3379/EXP/ES/2015,,23.93,28.58,26.99
2026-08-20,Centro,Puebla,Zaragoza,,MARIA CONCEPCION JIMENEZ SANCHEZ,PL/3378/EXP/ES/2015,,23.90,,27.00
2026-08-20,Norte,Durango,Vicente Guerrero,,CESAR SOLIS ROSAS,PL/3377/EXP/ES/2015,,23.99,,27.00
2026-08-20,Centro,Querétaro,Querétaro,,CIG GASOLINERA BQ SA DE CV,PL/3376/EXP/ES/2015,,22.99,27.49,27.00
2026-08-20,Norte,Chihuahua,Nuevo Casas Grandes,,SERVICIO DUBLAN SA DE CV,PL/3375/EXP/ES/2015,,23.99,27.79,26.99
2026-08-20,Norte,Chihuahua,Ahumada,,JACOBO DYCK HAM,PL/3374/EXP/ES/2015,,23.90,,27.00
2026-08-20,Norte,Chihuahua,Camargo,,SUPRAGAS SA DE CV,PL/3373/EXP/ES/2015,,23.99,28.13,26.99
2026-08-20,Sureste,Yucatán,Mérida,,ESTACION DE SERVICIO JUAN PABLO SA DE CV,PL/3372/EXP/ES/2015,,22.99,26.99,27.00
2026-08-20,Noreste,Coahuila,San Juan de Sabinas,,CAROLINA PRADO LOZOYA,PL/3371/EXP/ES/2015,,23.99,29.90,
2026-08-20,Norte,Chihuahua,Ahumada,,MULTISERVICIOS Y ABARROTES DYCK SA DE CV,PL/3370/EXP/ES/2015,,23.90,,27.00
2026-08-20,Centro,Ciudad de México,Coyoacán,,SERVICIO COYOACAN SA DE CV,PL/3369/EXP/ES/2015,,23.99,29.39,
2026-08-20,Noreste,Coahuila,Saltillo,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/3368/EXP/ES/2015,,23.99,29.99,
2026-08-20,Noreste,Nuevo León,San Nicolás de los Garza,,PRISCILIANO FELIX VILLARREAL CANTU,PL/3367/EXP/ES/2015,,23.99,28.99,26.99
2026-08-20,Golfo,Tabasco,Macuspana,,SERVICIO CIUDAD PEMEX SA DE CV,PL/3366/EXP/ES/2015,,23.99,28.99,27.00
2026-08-20,Centro,Puebla,Puebla,,SERVICIO ESPECIALIZADO EN LA REVISION Y CONSERVACION DE VEHICULOS AUTOMOTORES SA DE CV,PL/3365/EXP/ES/2015,,22.99,27.67,
2026-08-20,Occidente,Jalisco,Guadalajara,,SERVICIO INDIANAPOLIS SA DE CV,PL/3364/EXP/ES/2015,,23.79,28.29,27.00
2026-08-20,Sureste,Yucatán,Mérida,,SERVICOMBUSTIBLES KANASIN SA DE CV,PL/3363/EXP/ES/2015,,22.99,26.99,27.00
2026-08-20,Norte,Chihuahua,Cuauhtémoc,,SUPER GASOLINERAS DE LA FRONTERA SA DE CV,PL/3362/EXP/ES/2015,,23.59,27.49,
2026-08-20,Noroeste,Baja California,No especificado,,ESTACION DE SERVICIO CARRANZA ZAZUETA SA DE CV,PL/3361/EXP/ES/2015,,23.24,,25.89
2026-08-20,Norte,Chihuahua,Chihuahua,,SUPER GASOLINERAS DE LA FRONTERA SA DE CV,PL/3360/EXP/ES/2015,,23.99,27.99,
2026-08-20,Noroeste,Baja California,No especificado,,GERARDO ESQUIVIAS GUZMAN,PL/3359/EXP/ES/2015,,23.50,27.50,25.39
2026-08-20,Centro,Hidalgo,San Felipe Orizatlán,,SERVICIOS FAYAD SA DE CV,PL/3358/EXP/ES/2015,,23.90,,26.95
2026-08-20,Norte,Chihuahua,Chihuahua,,SUPER GASOLINERAS DE LA FRONTERA SA DE CV,PL/3357/EXP/ES/2015,,23.69,27.99,27.00
2026-08-20,Noroeste,Baja California Sur,No especificado,,BAJA COAST ENERGY S A P I DE CV,PL/3356/EXP/ES/2015,,23.99,29.49,27.99
2026-08-20,Sur,Guerrero,Chilpancingo de los Bravo,,SERVICIO CALLEJA SA DE CV,PL/3355/EXP/ES/2015,,23.99,28.95,27.00
2026-08-20,Centro,Puebla,Puebla,,MEGA SERVICIO SERDAN SA DE CV,PL/3354/EXP/ES/2015,,23.04,26.94,
2026-08-20,Noroeste,Baja California Sur,Comondú,,SORAGUI SA DE CV,PL/3353/EXP/ES/2015,,24.00,28.35,
2026-08-20,Noroeste,Baja California Sur,No especificado,,INMOBILIARIA LAS PALMAS MAYA SA DE CV,PL/3352/EXP/ES/2015,,23.99,29.49,
2026-08-20,Norte,Chihuahua,Hidalgo del Parral,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/3351/EXP/ES/2015,,24.99,29.19,27.00
2026-08-20,Noroeste,Sonora,Hermosillo,,SERVICIOS Z3 SA DE CV,PL/3350/EXP/ES/2015,,23.99,29.99,
2026-08-20,Centro,México,Cuautitlán Izcalli,,SERVICIO FEREN SA DE CV,PL/3349/EXP/ES/2015,,23.28,28.15,26.99
2026-08-20,Norte,Chihuahua,Hidalgo del Parral,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/3348/EXP/ES/2015,,24.99,29.19,27.00
2026-08-20,Centro,Puebla,San Pedro Cholula,,SINERGIA DE ENERGETICOS SA DE CV,PL/3347/EXP/ES/2015,,23.99,29.19,26.99
2026-08-20,Sur,Oaxaca,Miahuatlán de Porfirio Díaz,,GASOLINERA VALLE DEL SUR SA DE CV,PL/3346/EXP/ES/2015,,24.00,29.23,27.00
2026-08-20,Sur,Oaxaca,Santa Cruz Xoxocotlán,,JOSE CORONEL AGUILAR,PL/3345/EXP/ES/2015,,23.90,28.20,
2026-08-20,Noreste,Tamaulipas,Tula,,MULTISERVICIOS TULA 2000 SA DE CV,PL/3344/EXP/ES/2015,,24.00,29.29,27.24
2026-08-20,Occidente,Michoacán,Morelia,,XOCHITL MOJICA CASTILLO,PL/3343/EXP/ES/2015,,23.99,28.97,26.99
2026-08-20,Sur,Oaxaca,Santiago Niltepec,,SERVICIOS GASEROS DEL GOLFO SA DE CV,PL/3342/EXP/ES/2015,,24.00,28.29,27.00
2026-08-20,Norte,Chihuahua,Juárez,,SERVICIO CHAPULTEPEC SA DE CV,PL/3341/EXP/ES/2015,,19.19,,25.39
2026-08-20,Norte,Chihuahua,Juárez,,SERVICIO GALEANA SA DE CV,PL/3339/EXP/ES/2015,,19.19,,
2026-08-20,Sur,Oaxaca,San Juan Bautista Tuxtepec,,ESTACION LAS DELICIAS SA DE CV,PL/3338/EXP/ES/2015,,24.00,28.99,26.99
2026-08-20,Centro,Querétaro,Querétaro,,AUTI SYSTEM SA DE CV,PL/3337/EXP/ES/2015,,23.99,28.49,26.99
2026-08-20,Norte,Chihuahua,Cuauhtémoc,,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,PL/3336/EXP/ES/2015,,23.99,29.29,26.99
2026-08-20,Sureste,Yucatán,Mérida,,GRECIA SA DE CV,PL/3335/EXP/ES/2015,,24.39,27.99,27.00
2026-08-20,Norte,Chihuahua,Juárez,,SERVICIO PERIMETRAL SA DE CV,PL/3334/EXP/ES/2015,,19.19,,
2026-08-20,Occidente,Guanajuato,León,,SERVICIO LIBRAMIENTO NORTE SA DE CV,PL/3333/EXP/ES/2015,,23.99,29.99,27.00
2026-08-20,Noroeste,Sinaloa,Guasave,,ALEJANDRO PEDRO RUIZ TORRES,PL/3332/EXP/ES/2015,,23.99,29.29,26.99
2026-08-20,Noreste,San Luis Potosí,San Luis Potosí,,GASOLINERA DORADO SA DE CV,PL/3331/EXP/ES/2015,,23.99,29.19,
2026-08-20,Golfo,Veracruz,Córdoba,,SUPER GAS DE SAN MIGUELITO SA DE CV,PL/3330/EXP/ES/2015,,23.99,27.79,27.29
2026-08-20,Golfo,Veracruz,Tuxpan,,DEAPRI MULTISERVICIOS SA DE CV,PL/3329/EXP/ES/2015,,23.99,28.50,27.00
2026-08-20,Noreste,Coahuila,No especificado,,SERVICIO POLARIS SA DE CV,PL/3328/EXP/ES/2015,,23.89,29.19,
2026-08-20,Golfo,Veracruz,Orizaba,,GASOLINERA CERRITOS SA DE CV,PL/3327/EXP/ES/2015,,23.99,28.99,27.00
2026-08-20,Norte,Chihuahua,Juárez,,SERVICIO ANAPRA SA DE CV,PL/3326/EXP/ES/2015,,19.19,,25.39
2026-08-20,Golfo,Veracruz,Orizaba,,GASOLINERA ROJI SA DE CV,PL/3325/EXP/ES/2015,,23.99,27.99,26.91
2026-08-20,Centro,Ciudad de México,Iztapalapa,,REFACCIONES MODERNAS ROMERO HNOS SA DE CV,PL/3324/EXP/ES/2015,,23.99,,27.00
2026-08-20,Occidente,Guanajuato,San José Iturbide,,RODELI SAN JOSE SA DE CV,PL/3323/EXP/ES/2015,,22.65,27.00,27.55
2026-08-20,Norte,Chihuahua,Juárez,,SERVICIO OASIS SA DE CV,PL/3322/EXP/ES/2015,,19.19,,25.39
2026-08-20,Golfo,Veracruz,Orizaba,,GASOLINERA ROJI SA DE CV,PL/3321/EXP/ES/2015,,23.99,27.99,
2026-08-20,Sur,Oaxaca,San Juan Bautista Tuxtepec,,SERVICIO JARDINES DEL ARROYO SA DE CV,PL/3320/EXP/ES/2015,,24.00,28.99,26.99
2026-08-20,Sur,Oaxaca,Santa Cruz Xoxocotlán,,JOSE CORONEL LAZARO,PL/3319/EXP/ES/2015,,23.80,28.00,26.80
2026-08-20,Norte,Chihuahua,Cuauhtémoc,,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,PL/3318/EXP/ES/2015,,23.99,29.29,26.99
2026-08-20,Golfo,Veracruz,Orizaba,,GASOLINERA ROJI SA DE CV,PL/3317/EXP/ES/2015,,23.99,27.99,26.99
2026-08-20,Sur,Oaxaca,Miahuatlán de Porfirio Díaz,,GASOLINERA VALLE DEL SUR SA DE CV,PL/3316/EXP/ES/2015,,24.00,29.23,27.00
2026-08-20,Centro,Puebla,San Salvador el Seco,,SERVICIO GASOLINERO EL SECO SA DE CV,PL/3315/EXP/ES/2015,,23.19,27.49,26.99
2026-08-20,Noreste,Coahuila,No especificado,,CONSER DE LA LAGUNA SA DE CV,PL/3314/EXP/ES/2015,,23.49,28.99,26.99
2026-08-20,Occidente,Michoacán,Jiménez,,MARIA MARTHA ARROYO DE LEON,PL/3313/EXP/ES/2015,,23.80,28.65,26.99
2026-08-20,Sur,Chiapas,Arriaga,,MANUEL ENRIQUE ARCE MOGUEL,PL/3312/EXP/ES/2015,,23.99,29.13,27.20
2026-08-20,Sur,Guerrero,Taxco de Alarcón,,ESTACION DE SERVICIO TAXCO SA DE CV,PL/3311/EXP/ES/2015,,23.99,28.99,
2026-08-20,Sur,Chiapas,San Cristóbal de las Casas,,SERVICIO LAS GASTELEÑAS SA DE CV,PL/3310/EXP/ES/2015,,23.94,28.10,27.00
2026-08-20,Sur,Chiapas,Arriaga,,DESARROLLO GASOLINERO SA DE CV,PL/3309/EXP/ES/2015,,23.99,29.13,27.20
2026-08-20,Noroeste,Sonora,Hermosillo,,AUTO SERVICIO LA CANDELARIA SA DE CV,PL/3308/EXP/ES/2015,,23.79,28.49,27.00
2026-08-20,Centro,Querétaro,Querétaro,,GRUPO GASOLINERO ALFA SA DE CV,PL/3307/EXP/ES/2015,,22.74,27.79,
2026-08-20,Golfo,Veracruz,Poza Rica de Hidalgo,,AUTOSERVICIO PALMA REAL SA DE CV,PL/3306/EXP/ES/2015,,23.89,28.24,27.00
2026-08-20,Sur,Chiapas,Arriaga,,MANUEL ENRIQUE ARCE MOGUEL,PL/3305/EXP/ES/2015,,23.99,29.13,
2026-08-20,Noroeste,Sonora,Hermosillo,,POWER GAS SA DE CV,PL/3304/EXP/ES/2015,,23.79,28.49,27.00
2026-08-20,Golfo,Veracruz,Río Blanco,,PETRO MED SA DE CV,PL/3303/EXP/ES/2015,,23.99,28.89,27.49
2026-08-20,Noroeste,Sonora,Hermosillo,,GASOLINERA LA MINA SA DE CV,PL/3302/EXP/ES/2015,,23.99,28.49,27.00
2026-08-20,Centro,Querétaro,Querétaro,,CARBURANTES DEL CENTRO SA DE CV,PL/3301/EXP/ES/2015,,22.97,27.37,26.59
2026-08-20,Noreste,San Luis Potosí,San Luis Potosí,,EXPRESS GAS SA DE CV,PL/3300/EXP/ES/2015,,24.00,29.29,27.24
2026-08-20,Centro,Puebla,Puebla,,SINERGIA DE ENERGETICOS SA DE CV,PL/3298/EXP/ES/2015,,23.99,29.19,26.99
2026-08-20,Sur,Oaxaca,San Pedro y San Pablo Ayutla,,ESTACION DE SERVICIO BOCA DEL MONTE SA DE CV,PL/3297/EXP/ES/2015,,24.00,29.08,27.00
2026-08-20,Occidente,Guanajuato,León,,GASOLINERA LOGO SA,PL/3296/EXP/ES/2015,,23.99,29.99,27.00
2026-08-20,Noreste,Tamaulipas,Tula,,GASOLINERA TULA SA DE CV,PL/3295/EXP/ES/2015,,24.00,29.29,27.24
2026-08-20,Sur,Oaxaca,Santiago Juxtlahuaca,,GRUPO EMPRESARIAL 3 MIXTECAS SA DE CV,PL/3294/EXP/ES/2015,,24.70,29.60,28.75
2026-08-20,Centro,Puebla,San Andrés Cholula,,SINERGIA DE ENERGETICOS SA DE CV,PL/3293/EXP/ES/2015,,23.99,29.19,26.99
2026-08-20,Centro,México,Huixquilucan,,SERVICIO LA QUINTA RIA SA DE CV,PL/3292/EXP/ES/2015,,23.99,29.49,27.00
2026-08-20,Sur,Oaxaca,Oaxaca de Juárez,,CORPORATIVO C.Z. SA DE CV,PL/3291/EXP/ES/2015,,24.00,29.49,
2026-08-20,Golfo,Veracruz,Misantla,,SERVICIO PROM SA DE CV,PL/3290/EXP/ES/2015,,23.99,29.00,27.00
2026-08-20,Norte,Chihuahua,Hidalgo del Parral,,SERVICIO SAN URIEL SA DE CV,PL/3289/EXP/ES/2015,,23.89,28.70,
2026-08-20,Centro,Puebla,Tehuacán,,SINERGIA DE ENERGETICOS SA DE CV,PL/3288/EXP/ES/2015,,23.99,29.19,26.99
2026-08-20,Norte,Chihuahua,Ojinaga,,ESTACION DE SERVICIO TEIKA SA DE CV,PL/3287/EXP/ES/2015,,22.89,,25.79
2026-08-20,Centro,Morelos,Yecapixtla,,SERVICIO NUEVA ESTRELLA DE YECAPIXTLA SA DE CV,PL/3286/EXP/ES/2015,,23.99,28.50,27.00
2026-08-20,Norte,Chihuahua,Hidalgo del Parral,,SERVICIO SAN URIEL SA DE CV,PL/3285/EXP/ES/2015,,23.99,28.70,27.00
2026-08-20,Centro,México,No especificado,,GASOLINERA LAS ARBOLEDAS SA DE CV,PL/3284/EXP/ES/2015,,23.99,28.99,
2026-08-20,Norte,Chihuahua,Ojinaga,,ESTACION DE SERVICIO TEIKA SA DE CV,PL/3283/EXP/ES/2015,,22.89,,25.79
2026-08-20,Centro,México,Nicolás Romero,,SERVICIOS EL CAMPIÑO SA DE CV,PL/3282/EXP/ES/2015,,23.58,28.19,26.99
2026-08-20,Centro,Puebla,Puebla,,SINERGIA DE ENERGETICOS SA DE CV,PL/3281/EXP/ES/2015,,23.99,29.19,26.99
2026-08-20,Centro,Morelos,Cuernavaca,,SERVICIO ESTRELLA DE AHUATLAN SA DE CV,PL/3280/EXP/ES/2015,,23.99,27.99,
2026-08-20,Centro,Ciudad de México,Benito Juárez,,SERVICIO DAKOTA SA DE CV,PL/3279/EXP/ES/2015,,23.99,28.99,
2026-08-20,Norte,Chihuahua,Buenaventura,,TEIKA SERVICIOS DEL VALLE SA DE CV,PL/3278/EXP/ES/2015,,23.99,27.99,26.99
2026-08-20,Noreste,San Luis Potosí,San Luis Potosí,,COMBUSTIBLES DE SAN LUIS SA DE CV,PL/3277/EXP/ES/2015,,23.79,27.99,
2026-08-20,Centro,Querétaro,Amealco de Bonfil,,SERVICIO GASOLINERO LA ESTACION DE SANTIAGO SA DE CV,PL/3276/EXP/ES/2015,,23.95,28.40,27.40
2026-08-20,Noroeste,Sonora,Hermosillo,,AUTOSERVICIO ROSALES SA DE CV,PL/3275/EXP/ES/2015,,23.99,29.99,
2026-08-20,Centro,Puebla,Tehuacán,,INMOBILIARIA SOCORRO ROMERO SANCHEZ SA DE CV,PL/3274/EXP/ES/2015,,23.85,28.20,27.00
2026-08-20,Centro,Querétaro,Querétaro,,HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 SA DE CV,PL/3273/EXP/ES/2015,,23.99,29.29,26.99
2026-08-20,Noreste,San Luis Potosí,San Luis Potosí,,COMBUSTIBLES DE SAN LUIS SA DE CV,PL/3272/EXP/ES/2015,,23.96,27.99,
2026-08-20,Golfo,Veracruz,Tecolutla,,GRUPO GOLFO DE MEXICO SA DE CV,PL/3271/EXP/ES/2015,,23.99,28.31,27.00
2026-08-20,Noreste,San Luis Potosí,San Luis Potosí,,COMBUSTIBLES DE SAN LUIS SA DE CV,PL/3270/EXP/ES/2015,,23.95,28.29,27.00
2026-08-20,Centro,Morelos,Jiutepec,,SERVICIO PLAN DE AYALA SA DE CV,PL/3269/EXP/ES/2015,,23.99,28.39,27.00
2026-08-20,Noroeste,Baja California,No especificado,,HOTELERA CORAL SA DE CV,PL/3268/EXP/ES/2015,,23.11,,26.86
2026-08-20,Centro,Puebla,Tehuacán,,SERVICIO CUAUTLAPAN SA DE CV,PL/3267/EXP/ES/2015,,23.99,28.24,
2026-08-20,Noreste,San Luis Potosí,San Luis Potosí,,SERVICIO INDUSTRIAS SA DE CV,PL/3266/EXP/ES/2015,,23.96,27.99,
2026-08-20,Sur,Chiapas,Tuxtla Gutiérrez,,GASOLINERA QUINTA NORTE SA DE CV,PL/3265/EXP/ES/2015,,23.99,28.79,
2026-08-20,Centro,Morelos,Jiutepec,,SERVICIO SAN GASPAR SA DE CV,PL/3264/EXP/ES/2015,,23.99,28.39,27.00
2026-08-20,Centro,Querétaro,Corregidora,,ECOGAS SANTA FE SA DE CV,PL/3263/EXP/ES/2015,,23.99,29.49,27.00
2026-08-20,Noreste,San Luis Potosí,San Luis Potosí,,SERVICIO DIAGONAL SA DE CV,PL/3262/EXP/ES/2015,,23.96,27.99,26.99
2026-08-20,Sur,Oaxaca,Oaxaca de Juárez,,MARIA SOLEDAD DIAZ ARREOLA,PL/3261/EXP/ES/2015,,24.00,26.25,
2026-08-20,Noreste,San Luis Potosí,Ebano,,SUPER SERVICIO UNION SA DE CV,PL/3260/EXP/ES/2015,,23.90,27.79,26.99
2026-08-20,Noroeste,Nayarit,Acaponeta,,SERVICIO SIERRA HERMANOS SA DE CV,PL/3259/EXP/ES/2015,,23.99,28.89,27.69
2026-08-20,Noroeste,Baja California Sur,No especificado,,INMOBILIARIA LAS PALMAS MAYA SA DE CV,PL/3258/EXP/ES/2015,,24.49,29.49,27.99
2026-08-20,Noroeste,Baja California Sur,No especificado,,BAJA COAST ENERGY S A P I DE CV,PL/3257/EXP/ES/2015,,23.99,29.49,
2026-08-20,Noroeste,Sonora,Hermosillo,,COMBUSTIBLES Y SERVICIOS PERISUR SA DE CV,PL/3256/EXP/ES/2015,,24.39,29.99,27.99
2026-08-20,Noroeste,Sonora,Hermosillo,,COMBUSTIBLES Y SERVICIOS HAV SA DE CV,PL/3255/EXP/ES/2015,,24.39,29.99,27.99
2026-08-20,Noroeste,Nayarit,Acaponeta,,SERVICIO BOULEVARD ACAPONETA SA DE CV,PL/3254/EXP/ES/2015,,23.99,28.89,
2026-08-20,Noroeste,Baja California Sur,No especificado,,BAJA COAST ENERGY S A P I DE CV,PL/3253/EXP/ES/2015,,24.49,29.49,
2026-08-20,Noroeste,Sonora,Hermosillo,,COMBUSTIBLES Y SERVICIOS JARDIN JUAREZ SA DE CV,PL/3252/EXP/ES/2015,,24.39,29.99,27.99
2026-08-20,Noreste,San Luis Potosí,San Luis Potosí,,DORADO MOTORS SA DE CV,PL/3251/EXP/ES/2015,,24.00,29.19,27.24
2026-08-20,Norte,Chihuahua,Cuauhtémoc,,SUPER GASOLINERAS DE LA FRONTERA SA DE CV,PL/3250/EXP/ES/2015,,23.79,27.49,
2026-08-20,Noreste,Coahuila,Saltillo,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/3249/EXP/ES/2015,,23.99,29.99,
2026-08-20,Centro,Puebla,Puebla,,CORPORATIVO B T O SA DE CV,PL/3248/EXP/ES/2015,,22.90,24.28,
2026-08-20,Centro,Puebla,San Pedro Cholula,,SERVICIO LAS AMERICAS SA DE CV,PL/3247/EXP/ES/2015,,23.11,26.88,26.70
2026-08-20,Noroeste,Baja California Sur,Loreto,,SERVICIO PUERTO LORETO SA DE CV,PL/3246/EXP/ES/2015,,24.50,29.70,27.50
2026-08-20,Centro,México,Zumpango,,ELIA HERNANDEZ GUTIERREZ,PL/3245/EXP/ES/2015,,23.39,27.89,26.99
